Internship_ID,Title,Company,Location,Education_Level,Skills_Required,Sector,Duration_Months,Stipend_Range,Mode,Application_Deadline,Industry,Job_Description,Benefits,Number_of_Openings
351,Internship 351,Company 351,Hyderabad,MBA,"HTML, Data Analysis, NLP",Marketing,3,15268-37249,Offline,2025-02-13,Finance,"This internship requires skills in C++, HTML, Deep Learning, UI/UX, AI and relevant experience.",Flexible Hours,10
352,Internship 352,Company 352,Hyderabad,PhD,"Project Management, Python, Communication, UI/UX",Research,4,9762-49367,Online,2025-05-07,Healthcare,"This internship requires skills in Accounting, Communication and relevant experience.",Letter of Recommendation,10
353,Internship 353,Company 353,Hyderabad,M.Tech,"SEO, Data Analysis, JavaScript",Design,5,7864-22551,Online,2025-11-05,Tech,"This internship requires skills in Data Analysis, Finance, Deep Learning and relevant experience.",Letter of Recommendation,2
354,Internship 354,Company 354,Kolkata,M.Tech,"Finance, C++, Data Analysis, UI/UX",E-commerce,5,18238-35541,Offline,2025-01-02,AI,"This internship requires skills in Java, AI, C++, ML and relevant experience.",Certificate,4
355,Internship 355,Company 355,Kolkata,PhD,"CSS, AI, SQL",Operations,3,9081-46606,Offline,2025-07-15,Healthcare,"This internship requires skills in SEO, C++, Deep Learning and relevant experience.",Stipend,8
356,Internship 356,Company 356,Bangalore,B.Tech,"Communication, SQL, C++",Education,2,17318-43924,Online,2025-12-25,Tech,"This internship requires skills in SEO, UI/UX, Java, HTML and relevant experience.",Networking,6
357,Internship 357,Company 357,Delhi,B.Tech,"Finance, Deep Learning",Research,3,18439-33920,Online,2025-04-27,Marketing,"This internship requires skills in ML, UI/UX, Python, Deep Learning, Java and relevant experience.",Letter of Recommendation,7
358,Internship 358,Company 358,Bangalore,BBA,"Deep Learning, AI, SEO, Accounting, SQL",AI,5,7210-46651,Offline,2025-06-14,Education,"This internship requires skills in Deep Learning, AI, Communication and relevant experience.",Stipend,5
359,Internship 359,Company 359,Mumbai,M.Tech,"CSS, Accounting",Technology,2,17882-23026,Offline,2025-10-16,Finance,"This internship requires skills in Communication, ML, C++, NLP, CSS and relevant experience.",Flexible Hours,4
360,Internship 360,Company 360,Delhi,MBA,"Python, Data Analysis, C++, Excel",AI,1,11617-42695,Offline,2025-01-05,Education,"This internship requires skills in C++, Data Analysis, Excel, SQL and relevant experience.",Certificate,9
361,Internship 361,Company 361,Hyderabad,BBA,"ML, C++, Deep Learning",Education,2,18589-44088,Hybrid,2025-05-12,Tech,"This internship requires skills in Project Management, AI, Marketing and relevant experience.",Stipend,2
362,Internship 362,Company 362,Kolkata,M.Tech,"ML, CSS",Finance,6,18437-20708,Offline,2025-12-16,Tech,"This internship requires skills in Deep Learning, SEO, ML, CSS, Finance and relevant experience.",Flexible Hours,3
363,Internship 363,Company 363,Pune,MBA,"Java, Python, CSS, HTML",Education,3,11765-33570,Online,2025-11-05,Finance,"This internship requires skills in Data Analysis, Project Management, NLP, Accounting, AI and relevant experience.",Letter of Recommendation,3
364,Internship 364,Company 364,Hyderabad,M.Tech,"Excel, Java, ML, Python",Marketing,5,9491-30482,Online,2025-06-24,AI,"This internship requires skills in UI/UX, Data Analysis and relevant experience.",Networking,1
365,Internship 365,Company 365,Mumbai,MBA,"C++, HTML, Java",Research,4,9471-25082,Offline,2025-12-27,Tech,"This internship requires skills in AI, Java, Excel, SEO, Finance and relevant experience.",Networking,2
366,Internship 366,Company 366,Pune,PhD,"Finance, SEO, Python, Marketing, SQL",Operations,6,15984-40142,Online,2025-08-25,Finance,"This internship requires skills in JavaScript, Accounting, ML, NLP, Java and relevant experience.",Flexible Hours,7
367,Internship 367,Company 367,Chennai,M.Tech,"Communication, UI/UX, Marketing, NLP, Java",E-commerce,1,9614-26312,Hybrid,2025-10-07,Education,"This internship requires skills in HTML, Finance, SQL and relevant experience.",Letter of Recommendation,7
368,Internship 368,Company 368,Bangalore,M.Tech,"SQL, Project Management",Finance,3,8095-29239,Online,2025-08-03,Marketing,"This internship requires skills in JavaScript, C++, Python, Project Management and relevant experience.",Letter of Recommendation,6
369,Internship 369,Company 369,Kolkata,BBA,"ML, SEO, CSS",Operations,5,12800-39072,Online,2025-12-24,Finance,"This internship requires skills in CSS, JavaScript, Java, SEO and relevant experience.",Letter of Recommendation,9
370,Internship 370,Company 370,Kolkata,B.Com,"Marketing, Python",AI,4,13865-48701,Hybrid,2025-05-07,Education,"This internship requires skills in JavaScript, Project Management, SEO, SQL and relevant experience.",Letter of Recommendation,9
371,Internship 371,Company 371,Mumbai,B.Com,"Excel, Project Management, Data Analysis",Finance,2,8294-24348,Hybrid,2025-04-05,Marketing,"This internship requires skills in Python, Data Analysis, C++, SEO and relevant experience.",Certificate,3
372,Internship 372,Company 372,Bangalore,PhD,"UI/UX, ML",E-commerce,3,19196-27803,Online,2025-08-13,Finance,"This internship requires skills in Data Analysis, Communication, ML, Marketing, NLP and relevant experience.",Certificate,2
373,Internship 373,Company 373,Pune,PhD,"SEO, Marketing",Education,2,5998-47596,Hybrid,2025-07-16,Finance,"This internship requires skills in Marketing, Java, C++, Deep Learning and relevant experience.",Letter of Recommendation,9
374,Internship 374,Company 374,Bangalore,B.Com,"Project Management, Finance, Excel, Accounting, UI/UX",AI,3,10615-28944,Online,2025-01-07,Finance,"This internship requires skills in Accounting, C++, Java and relevant experience.",Letter of Recommendation,2
375,Internship 375,Company 375,Bangalore,PhD,"Communication, AI, Java",E-commerce,3,12780-40429,Hybrid,2025-07-21,Marketing,"This internship requires skills in SEO, CSS, Deep Learning, JavaScript and relevant experience.",Letter of Recommendation,10
376,Internship 376,Company 376,Chennai,M.Com,"Communication, SQL, Finance, AI, Marketing",Education,1,16822-37239,Hybrid,2025-07-02,Healthcare,"This internship requires skills in Java, Python, Marketing, Communication and relevant experience.",Stipend,4
377,Internship 377,Company 377,Chennai,MBA,"Project Management, NLP, Excel, Python, SQL",AI,1,16476-43175,Hybrid,2025-06-18,Education,"This internship requires skills in Excel, JavaScript, Project Management and relevant experience.",Flexible Hours,5
378,Internship 378,Company 378,Chennai,B.Tech,"SEO, AI",Operations,5,10947-34550,Hybrid,2025-11-26,Finance,"This internship requires skills in C++, Project Management and relevant experience.",Certificate,9
379,Internship 379,Company 379,Hyderabad,BBA,"Java, Communication",Operations,5,12318-30759,Online,2025-04-26,Tech,"This internship requires skills in CSS, Excel, Marketing, JavaScript, C++ and relevant experience.",Certificate,8
380,Internship 380,Company 380,Pune,M.Com,"AI, HTML, UI/UX, Communication, Finance",AI,4,14856-47387,Offline,2025-05-20,AI,"This internship requires skills in UI/UX, Marketing and relevant experience.",Stipend,5
381,Internship 381,Company 381,Chennai,BBA,"SQL, Project Management, Python, Accounting",Operations,4,6930-27984,Offline,2025-08-13,Healthcare,"This internship requires skills in Deep Learning, C++, Java, SQL, NLP and relevant experience.",Networking,7
382,Internship 382,Company 382,Hyderabad,B.Com,"ML, SQL, Communication, HTML",Research,1,6758-41455,Online,2025-11-19,Tech,"This internship requires skills in Deep Learning, Python, C++ and relevant experience.",Stipend,2
383,Internship 383,Company 383,Bangalore,M.Tech,"Data Analysis, Python, JavaScript, ML",Marketing,5,13707-25076,Online,2025-08-16,Marketing,"This internship requires skills in Java, SQL, UI/UX, AI and relevant experience.",Networking,4
384,Internship 384,Company 384,Delhi,B.Tech,"JavaScript, Data Analysis, Python",Technology,4,12311-46210,Hybrid,2025-07-25,Tech,"This internship requires skills in Data Analysis, Java and relevant experience.",Certificate,3
385,Internship 385,Company 385,Chennai,MBA,"UI/UX, Accounting, Deep Learning, Communication, JavaScript",Technology,1,5407-48821,Offline,2025-02-15,Education,"This internship requires skills in HTML, Data Analysis, JavaScript, Project Management, ML and relevant experience.",Flexible Hours,6
386,Internship 386,Company 386,Pune,M.Com,"Excel, UI/UX",Design,3,11334-32319,Hybrid,2025-09-17,Tech,"This internship requires skills in HTML, UI/UX and relevant experience.",Flexible Hours,10
387,Internship 387,Company 387,Pune,M.Tech,"SEO, Data Analysis, HTML, Excel, ML",Research,1,19599-42553,Hybrid,2025-04-13,Marketing,"This internship requires skills in UI/UX, HTML, Data Analysis and relevant experience.",Networking,1
388,Internship 388,Company 388,Bangalore,B.Com,"Java, Python, AI",Operations,6,17084-44227,Hybrid,2025-08-27,Finance,"This internship requires skills in JavaScript, Marketing and relevant experience.",Stipend,2
389,Internship 389,Company 389,Hyderabad,B.Tech,"Data Analysis, SEO, ML, Finance",Design,2,12045-40452,Online,2025-01-11,Finance,"This internship requires skills in JavaScript, ML and relevant experience.",Letter of Recommendation,3
390,Internship 390,Company 390,Mumbai,PhD,"Marketing, CSS, Python, JavaScript",Marketing,5,6935-37367,Hybrid,2025-05-22,Healthcare,"This internship requires skills in Accounting, C++, UI/UX and relevant experience.",Letter of Recommendation,5
391,Internship 391,Company 391,Bangalore,BBA,"Python, NLP, Java",Education,1,6057-25211,Online,2025-12-04,Healthcare,"This internship requires skills in AI, Finance, JavaScript, Java and relevant experience.",Flexible Hours,9
392,Internship 392,Company 392,Kolkata,M.Tech,"Project Management, Excel",Research,4,10144-21769,Online,2025-09-03,Education,"This internship requires skills in Deep Learning, C++, HTML, Python and relevant experience.",Certificate,6
393,Internship 393,Company 393,Delhi,M.Tech,"Deep Learning, Python",Finance,4,17127-37115,Hybrid,2025-02-02,Marketing,"This internship requires skills in UI/UX, Project Management, Java and relevant experience.",Stipend,10
394,Internship 394,Company 394,Chennai,B.Tech,"Project Management, CSS, Communication, Marketing, Python",Finance,3,14246-30167,Offline,2025-09-09,Tech,"This internship requires skills in AI, C++, Communication, UI/UX, Marketing and relevant experience.",Stipend,8
395,Internship 395,Company 395,Bangalore,M.Tech,"ML, Communication, C++, Java",Marketing,2,15251-38156,Hybrid,2025-06-18,AI,"This internship requires skills in NLP, JavaScript, Project Management, Python and relevant experience.",Certificate,6
396,Internship 396,Company 396,Delhi,MBA,"Data Analysis, JavaScript, NLP",Education,4,19519-46900,Online,2025-07-02,AI,"This internship requires skills in ML, SEO, Deep Learning, C++, Finance and relevant experience.",Letter of Recommendation,10
397,Internship 397,Company 397,Delhi,PhD,"Project Management, SEO, AI, ML",Operations,2,8020-32019,Hybrid,2025-04-14,Education,"This internship requires skills in Excel, HTML, ML and relevant experience.",Networking,10
398,Internship 398,Company 398,Hyderabad,MBA,"UI/UX, Project Management, ML, Python, Deep Learning",Technology,4,15295-43540,Hybrid,2025-03-22,Tech,"This internship requires skills in Communication, AI, UI/UX, Accounting, NLP and relevant experience.",Stipend,5
399,Internship 399,Company 399,Hyderabad,B.Tech,"Excel, NLP, C++",Healthcare,5,8880-35262,Offline,2025-08-19,AI,"This internship requires skills in Project Management, Python and relevant experience.",Certificate,4
400,Internship 400,Company 400,Chennai,B.Com,"NLP, CSS",Marketing,3,15914-48894,Offline,2025-02-21,Tech,"This internship requires skills in SEO, Java and relevant experience.",Certificate,5
401,Internship 401,Company 401,Mumbai,PhD,"Java, NLP, Communication, SEO, HTML",Healthcare,2,13829-41260,Offline,2025-01-10,Education,"This internship requires skills in CSS, HTML, SQL and relevant experience.",Flexible Hours,7
402,Internship 402,Company 402,Pune,M.Tech,"Java, SEO, Excel, ML, UI/UX",Education,6,15311-44562,Offline,2025-03-18,AI,"This internship requires skills in JavaScript, ML, Java, Marketing and relevant experience.",Certificate,7
403,Internship 403,Company 403,Pune,PhD,"Project Management, Marketing",Operations,4,6352-36888,Offline,2025-06-10,Tech,"This internship requires skills in Finance, Marketing, Excel and relevant experience.",Flexible Hours,4
404,Internship 404,Company 404,Chennai,M.Tech,"Accounting, UI/UX",Operations,1,5398-36832,Online,2025-12-12,Tech,"This internship requires skills in Project Management, C++, Communication, Deep Learning and relevant experience.",Networking,9
405,Internship 405,Company 405,Delhi,M.Tech,"Data Analysis, UI/UX, Java, CSS, C++",Education,4,19629-46115,Offline,2025-01-21,Finance,"This internship requires skills in Finance, C++, NLP, JavaScript, SEO and relevant experience.",Networking,1
406,Internship 406,Company 406,Kolkata,B.Tech,"CSS, NLP",Technology,5,15237-37707,Hybrid,2025-06-05,Finance,"This internship requires skills in Accounting, C++ and relevant experience.",Certificate,9
407,Internship 407,Company 407,Bangalore,BBA,"Java, CSS, AI, ML, UI/UX",Finance,4,7638-47495,Offline,2025-08-16,Finance,"This internship requires skills in Accounting, SQL, HTML, Data Analysis, NLP and relevant experience.",Stipend,4
408,Internship 408,Company 408,Pune,BBA,"Finance, AI, Data Analysis",Technology,6,11531-45640,Online,2025-08-28,Healthcare,"This internship requires skills in Data Analysis, NLP, CSS and relevant experience.",Stipend,7
409,Internship 409,Company 409,Mumbai,B.Com,"Accounting, ML",Marketing,5,9677-40546,Hybrid,2025-02-23,Education,"This internship requires skills in Deep Learning, Excel, Python, Java and relevant experience.",Certificate,8
410,Internship 410,Company 410,Delhi,MBA,"Data Analysis, Communication, Excel",Design,5,5433-24319,Online,2025-05-06,Finance,"This internship requires skills in Communication, HTML, Python, UI/UX and relevant experience.",Letter of Recommendation,1
411,Internship 411,Company 411,Bangalore,B.Com,"Data Analysis, ML, Marketing, Accounting, Python",Operations,6,16459-34987,Online,2025-04-27,Marketing,"This internship requires skills in Python, NLP, Accounting, JavaScript and relevant experience.",Letter of Recommendation,9
412,Internship 412,Company 412,Hyderabad,M.Com,"C++, Communication, JavaScript",AI,3,5708-40271,Online,2025-08-09,Marketing,"This internship requires skills in AI, SEO, Java and relevant experience.",Flexible Hours,6
413,Internship 413,Company 413,Chennai,M.Com,"C++, Accounting, HTML, Data Analysis",AI,2,17258-30026,Offline,2025-07-01,Education,"This internship requires skills in UI/UX, Marketing, CSS and relevant experience.",Letter of Recommendation,10
414,Internship 414,Company 414,Hyderabad,M.Com,"ML, C++, Data Analysis, Java, SQL",Marketing,5,12106-34178,Hybrid,2025-04-12,Education,"This internship requires skills in Finance, HTML, Java, ML, SQL and relevant experience.",Certificate,4
415,Internship 415,Company 415,Chennai,M.Tech,"SQL, SEO, Finance, C++, HTML",Research,4,16765-43823,Hybrid,2025-06-17,Marketing,"This internship requires skills in Finance, Project Management, ML and relevant experience.",Flexible Hours,5
